,Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,Latitude,Longitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,DataQuality,DataQualityIndicator,Datum
596,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,San Joaquin River at Twitchell Island,544SAC004,8/18/2011,1899-12-30 07:30:00,Midchannel,0.1,m,Grab,1,1,UCSC_110915ANA_W_CYTOX,110818D16,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples also collected by RV/San Carlos EMP/DWR,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.0969,-121.6691,Individual Collection by hand,NA,Subsurface,FieldFrozen,8/18/2011 7:30,None,1/1/1950,9/15/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,11.64,m,,,,NA,NA,NA,NA,NA,110818D16,Anatoxin-A,Passed,,NAD83
597,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1011,Clear Lake at Horseshoe Bend,513LAK003,6/16/2011,1899-12-30 15:05:00,OpenWater,0.1,m,Grab,1,1,UCSC_110709ANA_W_CYTOX,110616S2,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.0067,-122.76232,Individual Collection by hand,NA,Subsurface,FieldFrozen,6/16/2011 15:05,None,1/1/1950,7/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,8.7,m,,,,NA,NA,NA,NA,NA,110616S2,Anatoxin-A,Passed,,NAD83
598,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1011,Clear Lake at Lower Arm,513LAK005,6/16/2011,1899-12-30 11:05:00,OpenWater,0.1,m,Grab,1,1,UCSC_110709ANA_W_CYTOX,110616CL3,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.96463,-122.68166,Individual Collection by hand,NA,Subsurface,FieldFrozen,6/16/2011 11:05,None,1/1/1950,7/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,11.6,m,,,,NA,NA,NA,NA,NA,110616CL3,Anatoxin-A,Passed,,NAD83
599,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1011,Clear Lake at Oaks Arm,513LAK007,6/16/2011,1899-12-30 13:56:00,OpenWater,0.1,m,Grab,1,1,UCSC_110709ANA_W_CYTOX,110616CL4,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,Field blanks collected at this station,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.01238,-122.70184,Individual Collection by hand,NA,Subsurface,FieldFrozen,6/16/2011 13:56,None,1/1/1950,7/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,14.1,m,,,,NA,NA,NA,NA,NA,110616CL4,Anatoxin-A,Passed,,NAD83
600,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1011,Clear Lake near Clearlake (City),513LAK004,6/16/2011,1899-12-30 08:30:00,OpenWater,0.1,m,Grab,1,1,UCSC_110709ANA_W_CYTOX,110616S3,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.96371,-122.652,Individual Collection by hand,NA,Subsurface,FieldFrozen,6/16/2011 8:30,None,1/1/1950,7/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,4.5,m,,,,NA,NA,NA,NA,NA,110616S3,Anatoxin-A,Passed,,NAD83
601,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1011,San Joaquin River at Potato Point,544SJC010,6/7/2011,1899-12-30 09:10:00,Midchannel,0.1,m,Grab,1,1,UCSC_110709ANA_W_CYTOX,110607D26,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,VH,VAC,Qual,samples also collected by RV/San Carlos EMP/DWR,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.07664,-121.5669,Individual Collection by hand,NA,Subsurface,FieldFrozen,6/7/2011 9:10,None,1/1/1950,7/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,12.47,m,,,,NA,NA,NA,NA,NA,110607D26,Anatoxin-A,Some review needed,QACode:VH,NAD83
602,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1011,San Joaquin River at Twitchell Island,544SAC004,6/7/2011,1899-12-30 08:10:00,Midchannel,0.1,m,Grab,1,1,UCSC_110709ANA_W_CYTOX,110607D16,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,VH,VAC,Qual,samples also collected by RV/San Carlos EMP/DWR,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.0969,-121.6691,Individual Collection by hand,NA,Subsurface,FieldFrozen,6/7/2011 8:10,None,1/1/1950,7/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,11.98,m,,,,NA,NA,NA,NA,NA,110607D16,Anatoxin-A,Some review needed,QACode:VH,NAD83
603,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,Clear Lake at Oaks Arm,513LAK007,7/14/2011,1899-12-30 12:34:00,OpenWater,0.1,m,Grab,1,1,UCSC_110801ANA_W_CYTOX,110714CL4,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.01238,-122.70184,Individual Collection by hand,NA,Subsurface,FieldFrozen,7/14/2011 12:34,None,1/1/1950,8/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,13.4,m,,,,NA,NA,NA,NA,NA,110714CL4,Anatoxin-A,Passed,,NAD83
604,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,Clear Lake at Oaks Arm,513LAK007,9/8/2011,1899-12-30 13:30:00,OpenWater,0.1,m,Grab,1,1,UCSC_110915ANA_W_CYTOX,110908CL4,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.01238,-122.70184,Individual Collection by hand,NA,Subsurface,FieldFrozen,9/8/2011 13:30,None,1/1/1950,9/15/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,13,m,,,,NA,NA,NA,NA,NA,110908CL4,Anatoxin-A,Passed,,NAD83
605,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,Clear Lake at Oaks Arm,513LAK007,10/6/2011,1899-12-30 13:05:00,OpenWater,0.1,m,Grab,1,1,UCSC_111024ANA_W_CYTOX,111006CL4,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.01238,-122.70184,Individual Collection by hand,NA,Subsurface,FieldFrozen,10/6/2011 13:05,None,1/1/1950,10/24/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,12.9,m,,,,NA,NA,NA,NA,NA,111006CL4,Anatoxin-A,Passed,,NAD83
606,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,Clear Lake at Upper Arm,513LAK002,8/4/2011,1899-12-30 14:17:00,OpenWater,0.1,m,Grab,1,1,UCSC_110816ANA_W_CYTOX,110804CL1,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.06457,-122.86616,Individual Collection by hand,NA,Subsurface,FieldFrozen,8/4/2011 14:17,None,1/1/1950,8/16/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,7.9,m,,,,NA,NA,NA,NA,NA,110804CL1,Anatoxin-A,Passed,,NAD83
607,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,Clear Lake near Clearlake (City),513LAK004,7/14/2011,1899-12-30 08:46:00,OpenWater,0.1,m,Grab,1,1,UCSC_110801ANA_W_CYTOX,110714S3,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.96371,-122.652,Individual Collection by hand,NA,Subsurface,FieldFrozen,7/14/2011 8:46,None,1/1/1950,8/9/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,4.2,m,,,,NA,NA,NA,NA,NA,110714S3,Anatoxin-A,Passed,,NAD83
608,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,Clear Lake near The Keys,513LAK006,9/8/2011,1899-12-30 11:25:00,OpenWater,0.1,m,Grab,1,1,UCSC_110915ANA_W_CYTOX,110908S4*,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples collected using Lake County boat,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,39.0138,-122.66691,Individual Collection by hand,NA,Subsurface,FieldFrozen,9/8/2011 11:25,None,1/1/1950,9/15/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,3.5,m,,,,NA,NA,NA,NA,NA,110908S4*,Anatoxin-A,Passed,,NAD83
609,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,San Joaquin in Antioch Ship Channel,544CCC001,8/19/2011,1899-12-30 07:30:00,Midchannel,0.1,m,Grab,1,1,UCSC_110915ANA_W_CYTOX,110819D12,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,None,VAC,Com,samples also collected by RV/San Carlos EMP/DWR,Field blanks collected at this station,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.02161,-121.8063,Individual Collection by hand,NA,Subsurface,FieldFrozen,8/19/2011 7:30,None,1/1/1950,9/15/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,11.49,m,,,,NA,NA,NA,NA,NA,110819D12,Anatoxin-A,Passed,,NAD83
610,Surface Water Ambient Monitoring Program,SWAMP RWB5 Monitoring,RWB5 Clear Lake and Delta Cyanobacteria FY1112,San Joaquin in Antioch Ship Channel,544CCC001,9/20/2011,1899-12-30 10:50:00,Midchannel,0.1,m,Grab,1,1,UCSC_111024ANA_W_CYTOX,110920D12,samplewater,"Wood, et al., 2010","Anatoxin-A, Total",ug/L,NA,NA,0.25,0.25,ND,VH,VAC,Qual,samples also collected by RV/San Carlos EMP/DWR,,,QAO: verified against method criteria,WQ,UCSCCM_002,UCSC-IMS,NA,Water_Grab,38.02161,-121.8063,Individual Collection by hand,NA,Subsurface,FieldFrozen,9/20/2011 10:50,None,1/1/1950,10/24/2011,1,NA,UCSC-IMS,UCSC-IMS,A,RV,,NA,m,NA,m,11.64,m,,,,NA,NA,NA,NA,NA,110920D12,Anatoxin-A,Some review needed,QACode:VH,NAD83
611,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Calle Roxanne Fallbrook,902CRXFAL,10/31/2012,1899-12-30 10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-143-13MCY_W_CYTOX,L-143-13-2,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved. (Deployed on 9/18/2012).,filter paper; KR added collection through loader,,Cpd hi in LCS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,NA,Water_Grab,33.446533,-117.339251,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",10/31/2012 0:00,"Mekebri, et al., 2009",8/22/2013,9/10/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
612,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Lyons Valley Rd Jamul,910LVRJAM,9/25/2012,1899-12-30 11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-657-12-5,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,SPATT bag retrieved. (Deployed 08/13/2012). Used kayak to access site and collect water samples. Completely covered in Lemna.,filter paper,,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,NA,Water_Grab,32.716398,-116.763648,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",9/25/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
613,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Olive Hill Road Fallbrook,903OLVFAL,7/6/2012,1899-12-30 10:00:00,AA1,0.1,m,MS1,1,1,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-664-12-1-MS,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,1.2,NA,0.05,0.1,=,SCR,VAC,Scr,SPATT bag deployed on 07/06/2012. Lemnaceae covering surface.,filter paper,PR 5.76,Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,NA,Water_Grab,33.333281,-117.244562,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",7/6/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,20,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
614,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,Olive Hill Road Fallbrook,903OLVFAL,7/6/2012,1899-12-30 10:00:00,AA1,0.1,m,MS1,1,2,WPCL_MCY_L-657-664-12_Pg147_W_CYTOX,L-664-12-1-MSD,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,1,NA,0.05,0.1,=,SCR,VAC,Scr,SPATT bag deployed on 07/06/2012. Lemnaceae covering surface.,filter paper,"PR 5.19, RPD 18",Cpds low %R MS/D.  Cpds hi in LCS/D and MS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,NA,Water_Grab,33.333281,-117.244562,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",7/6/2012 0:00,"Mekebri, et al., 2009",11/14/2012,11/19/2012,1,20,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
615,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2012,San Dieguito River Calle Ambiente,905SDRSAN,9/24/2012,1899-12-30 09:15:00,AA1,0.1,m,Integrated,1,1,WPCL_L-143-13MCY_W_CYTOX,L-143-13-3,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"SPATT bag deployed on 09/24/2012. Placed along NW edge, off of entry road. Climb down bank by white utility box. Placed next to reeds, hidden, deep. Sparse Lemna on surface.",filter paper; KR added collection through loader,,Cpd hi in LCS/D RPD.  All samples screened for Anatoxin-A. QAO: verified against method criteria,WQ,SWAMP_2012_DW,RWQCB9,NA,Water_Grab,33.040615,-117.155928,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",9/24/2012 0:00,"Mekebri, et al., 2009",8/22/2013,9/10/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
616,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Cuyamaca Reservoir,907CUYRES,7/9/2013,1899-12-30 11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-5,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.988634,-116.582258,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",7/9/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,WGS84
617,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,El Capitan Lake,907PEC062,8/27/2013,1899-12-30 07:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-11,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2, Quagga mussels present",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.89082,-116.78195,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",8/27/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
618,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Henshaw,903PLH214,9/9/2013,1899-12-30 10:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-6,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,Retrieved SPATT #2,filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,33.24145,-116.74673,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",9/9/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
619,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Miramar,906PLM142,7/24/2013,1899-12-30 08:45:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-19,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Quagga mussels in reservoir, Deployed SPATT #1",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.91638,-117.09727,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",7/24/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
620,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Murray,907LKMURR,7/16/2013,1899-12-30 07:40:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-8,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Quagga mussels in reservoir, Deployed SPATT #1",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.787635,-117.042933,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",7/16/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,WGS84
621,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Morena Reservoir,911PMR110,7/17/2013,1899-12-30 10:40:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-17,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.686,-116.53728,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",7/17/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
622,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Silver Strand Bikeway,908SDBYSS,8/7/2013,1899-12-30 09:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B2_W_CYTOX,L-577-13-26,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"Diln.  HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits. QAO: verified against method criteria, LCS HT >3X",WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.603428,-117.122841,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",8/7/2013 0:00,"Mekebri, et al., 2009",11/5/2013,11/5/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,WGS84
623,Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego River Estuary,907SDRVES,8/8/2013,1899-12-30 09:30:00,AA1,0.1,m,Integrated,2,1,WPCL_L-577-13MCY_B2_W_CYTOX,L-577-13-24,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Particulate",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"Diln.  HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits. QAO: verified against method criteria, LCS HT >3X",WQ,SD_Cyano_QAPP_2013,RWQCB9,NA,Water_Grab,32.760699,-117.211332,Not Recorded,NA,Not Applicable,"FieldFiltered, LabFrozen",8/8/2013 0:00,"Mekebri, et al., 2009",11/5/2013,11/5/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,WGS84
